sample_id,temperature_C,humidity_pct,power_kW,airflow_cfm,water_flow_L,smoke_ppm,water_leak,motion_detected,door_open,hour_of_day,cooling_mode,PUE,WUE,alert_flag,temperature_C_raw,humidity_pct_raw,power_kW_raw,airflow_cfm_raw,water_flow_L_raw,smoke_ppm_raw,temperature_C_delta,humidity_pct_delta,power_kW_delta,airflow_cfm_delta,water_flow_L_delta,smoke_ppm_delta,temperature_C_rollstd,humidity_pct_rollstd,power_kW_rollstd,airflow_cfm_rollstd,water_flow_L_rollstd,smoke_ppm_rollstd,hour_sin,hour_cos,flag_temp_high,flag_smoke_warn,flag_smoke_crit,flag_humidity_low,flag_humidity_high,flag_power_high,flag_airflow_low,flag_night_motion,label_encoded
1070,0.7220687368770029,0.2725313254397057,0.6544658676393955,0.0,0.003355329381500953,1.0,0,1,0,17,emergency,2.383,0.464,2,38.93,44.15,104.58,212.0,0.0,395.4,0.1867,-0.0441,0.1601,-0.096,-0.018,0.2536,0.0979,0.0195,0.073,0.161,0.0397,0.1898,-0.9659,-0.2588,1,1,1,0,0,0,1,0,1
1071,0.4564040225439274,0.1808541211633521,0.4683272537780092,0.1078928917885359,0.028571138066720222,0.711193095472488,0,0,0,3,humidity_warn,1.57,0.733,1,21.34,18.69,61.41,781.0,12.58,64.8,-0.2657,-0.0917,-0.1861,0.1079,0.0252,-0.2888,0.0986,0.0553,0.0759,0.0522,0.0107,0.1183,0.7071,0.7071,0,1,0,1,0,0,1,0,3
1072,0.38435186208420813,0.16780664444188997,0.5440750390828555,0.3869570723720718,0.10796026476599119,0.42121058617756413,0,0,0,11,evaporative,1.217,2.54,1,32.8,45.27,118.42,1120.5,47.63,71.5,-0.0721,-0.013,0.0757,0.2791,0.0794,-0.29,0.1264,0.0705,0.0759,0.1445,0.0404,0.2055,0.2588,-0.9659,0,1,0,1,0,0,0,0,2
1073,0.40965852580395623,0.31023680882860116,0.6018134445023446,0.40411297829921533,0.09716220475643358,0.43210643524138137,0,0,0,22,air,1.507,0.854,0,21.77,48.96,64.43,836.9,8.13,60.9,0.0253,0.1424,0.0577,0.0172,-0.0108,0.0109,0.136,0.0709,0.0764,0.1843,0.0475,0.2422,-0.5,0.866,0,1,0,0,0,0,0,0,0
1074,0.42303016907945623,0.33213587768709063,0.6046482542991141,0.45038431057151107,0.09998881556872832,0.4344958758255517,0,0,0,18,air,1.459,0.617,0,21.15,55.18,55.69,844.7,9.61,49.4,0.0134,0.0219,0.0028,0.0463,0.0028,0.0024,0.1383,0.0748,0.0711,0.2021,0.048,0.2549,-1.0,-0.0,0,1,0,0,0,0,0,0,0
1075,0.2181456514531992,0.3718530865616738,0.4528191766545073,0.6043435515858769,0.12042582180150688,0.11144350884570906,0,0,0,16,air,1.472,0.812,0,20.39,51.06,68.16,801.6,10.05,57.4,-0.2049,0.0397,-0.1518,0.154,0.0204,-0.3231,0.0932,0.0925,0.0718,0.1798,0.0359,0.2123,-0.866,-0.5,0,0,0,0,0,0,0,0,0
1076,0.23881091833351742,0.5442292217496265,0.4124648254299115,0.6022545523862247,0.11133592947707699,0.09538646812008375,0,1,0,5,security_alert,1.616,0.996,2,23.21,48.68,51.73,773.0,8.11,48.0,0.0207,0.1724,-0.0404,-0.0021,-0.0091,-0.0161,0.0983,0.1353,0.0873,0.1063,0.0093,0.1786,0.9659,0.2588,0,0,0,0,0,0,0,1,4
1077,0.1558183224665708,0.7875905276468562,0.1983116206357476,0.513628761340981,0.4128478612317109,0.07502843434295162,1,0,0,17,emergency,1.649,5.51,2,25.29,87.61,67.05,781.1,195.9,50.2,-0.083,0.2434,-0.2142,-0.0886,0.3015,-0.0204,0.1202,0.2003,0.1671,0.0895,0.137,0.1863,-0.9659,-0.2588,0,0,0,0,0,0,0,0,1
1078,0.14377279257376485,0.9652546269686173,0.1381552892131317,0.4980134923235807,0.8467427885837461,0.06069179083792903,1,0,0,13,emergency,1.685,5.68,2,20.68,79.87,50.0,777.1,221.5,45.9,-0.012,0.1777,-0.0602,-0.0156,0.4339,-0.0143,0.1121,0.2718,0.1914,0.0677,0.3232,0.1572,-0.2588,-0.9659,0,0,0,0,1,0,0,0,1
1079,0.26334401591336043,0.8665076445568458,0.2620948410630535,0.6093310371750463,0.943701640044331,0.08783583587410518,0,1,0,12,evaporative,1.287,2.577,1,31.97,38.0,85.42,1271.0,57.29,77.8,0.1196,-0.0987,0.1239,0.1113,0.097,0.0271,0.0522,0.2436,0.1357,0.0548,0.3934,0.0194,0.0,-1.0,0,0,0,0,1,0,0,0,2
1080,0.2774892253287655,1.0,0.3075351745700885,0.5925407061078419,1.0,0.08840930161430607,1,0,1,9,emergency,1.984,5.412,2,21.67,80.49,79.06,737.3,159.6,58.0,0.0141,0.1335,0.0454,-0.0168,0.0563,0.0006,0.062,0.1816,0.105,0.053,0.385,0.0137,0.7071,-0.7071,0,0,0,0,1,0,0,0,1
1081,0.24367333407006297,1.0,0.347264200104221,0.5841585968192377,1.0,0.09777590870425415,0,0,0,13,air,1.497,0.625,0,20.15,53.33,61.26,740.9,9.99,57.8,-0.0338,0.0,0.0397,-0.0084,0.0,0.0094,0.0625,0.0938,0.0838,0.0502,0.2472,0.0144,-0.2588,-0.9659,0,0,0,0,1,0,0,0,0
1082,0.1983644601613439,0.8304115415565008,0.36443981240229273,0.6186531961034943,0.880235076410001,0.10676020530073502,0,0,0,17,air,1.52,0.609,0,21.19,47.25,71.17,913.2,13.26,59.6,-0.0453,-0.1696,0.0172,0.0345,-0.1198,0.009,0.0545,0.079,0.0905,0.0481,0.0695,0.0173,-0.9659,-0.2588,0,0,0,0,1,0,0,0,0
1083,0.21715106641617865,0.6534946545579952,0.4224700364773317,0.6419194246896206,0.4426187837439376,0.1218614697926921,0,0,0,2,air,1.595,0.714,0,22.38,49.09,63.92,866.2,6.3,61.7,0.0188,-0.1769,0.058,0.0233,-0.4376,0.0151,0.0325,0.1434,0.0604,0.0227,0.2348,0.0142,0.5,0.866,0,0,0,0,0,0,0,0,0
1084,0.10012156039341358,0.9019714909759744,0.3349661281917664,0.4860800843955678,0.6311476243251213,0.1021724793791278,1,0,0,14,emergency,1.656,6.075,2,21.38,81.23,64.43,674.2,150.0,57.2,-0.117,0.2485,-0.0875,-0.1558,0.1885,-0.0197,0.0669,0.1441,0.0429,0.0596,0.2461,0.0123,-0.5,-0.866,0,0,0,0,1,0,0,0,1
1085,0.1486352083103104,0.693671686400736,0.41680041688379355,0.6129345607944464,0.40599485516161504,0.13992564060902066,0,0,0,21,evaporative,1.259,2.751,1,26.06,44.25,98.69,1223.1,48.88,97.5,0.0485,-0.2083,0.0818,0.1269,-0.2252,0.0378,0.0573,0.1439,0.0402,0.061,0.2627,0.0172,-0.7071,0.7071,0,0,0,0,0,0,0,0,2
1086,0.21350425461376932,0.6261351879526385,0.5404064616988014,0.7445937353525253,0.4890443411861598,0.1558871037112791,0,0,0,0,evaporative,1.31,2.623,1,26.02,41.58,90.91,1245.1,50.83,74.5,0.0649,-0.0675,0.1236,0.1317,0.083,0.016,0.0503,0.1194,0.0787,0.0922,0.1934,0.0226,0.0,1.0,0,0,0,0,0,0,0,0,2
1087,0.21217814123107526,0.8319059662030122,0.5318603439291296,0.7087935115684859,0.7761181889355472,0.15607825895801278,1,0,0,2,emergency,1.769,6.115,2,21.07,83.05,69.12,776.1,154.43,59.8,-0.0013,0.2058,-0.0085,-0.0358,0.2871,0.0002,0.0522,0.1197,0.0866,0.1001,0.153,0.0232,0.5,0.866,0,0,0,0,1,0,0,0,1
1088,0.4874571775886838,0.7549430969076907,0.6981136008337674,0.5177023097803027,0.7738406320220436,0.428092175059975,0,0,0,6,emergency,2.694,0.435,2,47.29,35.7,103.8,134.4,5.18,346.3,0.2753,-0.077,0.1663,-0.1911,-0.0023,0.272,0.1503,0.1092,0.1378,0.1137,0.1666,0.1314,1.0,0.0,0,1,0,0,0,0,0,0,1
1089,0.5066858216377499,0.8024198183699278,0.7235018238665971,0.533291466307707,0.9098839869447185,0.4218796295411319,1,0,0,21,emergency,1.679,5.098,2,23.12,89.49,70.52,733.9,216.9,50.7,0.0192,0.0475,0.0254,0.0156,0.136,-0.0062,0.1696,0.0832,0.1275,0.1017,0.2133,0.1504,-0.7071,0.7071,0,1,0,0,1,0,0,0,1
1090,0.7282572659962427,0.7728761926658239,0.7433454924439811,0.2650117440923756,0.8326910758406117,0.6935112351496268,0,1,1,17,emergency,2.226,0.203,2,46.11,39.11,103.45,195.7,10.92,381.7,0.2216,-0.0295,0.0198,-0.2683,-0.0772,0.2716,0.2193,0.0791,0.1029,0.1908,0.1593,0.2249,-0.9659,-0.2588,1,1,0,0,0,0,0,0,1
1091,0.7067079235274616,0.6457351419703417,0.6081917665450753,0.1632252580893231,0.7535256377667742,0.6515526584915939,0,0,0,6,humidity_warn,1.493,0.63,1,24.07,19.46,58.49,855.3,11.9,30.6,-0.0215,-0.1271,-0.1352,-0.1018,-0.0792,-0.042,0.2085,0.0711,0.0888,0.2203,0.0635,0.2154,1.0,0.0,1,1,0,0,0,0,0,0,3
1092,0.7004088849596641,0.4636452465800669,0.6090255341323605,0.1828357380760579,0.46151030492826717,0.6465826220765195,0,0,0,5,air,1.507,0.795,0,20.5,51.37,69.32,851.2,10.83,54.6,-0.0063,-0.1821,0.0008,0.0196,-0.292,-0.005,0.1183,0.1387,0.064,0.1804,0.1704,0.1321,0.9659,0.2588,1,1,0,0,0,0,0,0,0
1093,0.5355287877113495,0.5153753304977584,0.5384054194893171,0.4505409855114849,0.5849864261675022,0.38680264176550994,0,0,0,17,evaporative,1.281,2.994,1,32.37,44.7,86.86,1159.6,65.9,74.5,-0.1649,0.0517,-0.0706,0.2677,0.1235,-0.2598,0.1054,0.1506,0.0864,0.165,0.1832,0.1439,-0.9659,-0.2588,0,0,0,0,0,0,0,0,2
1094,0.5271300696209527,0.289774686745603,0.5055132881709223,0.4516377100913024,0.16931195412349648,0.3775316122989286,0,0,0,14,air,1.412,0.876,0,22.36,50.24,62.63,738.1,12.49,41.0,-0.0084,-0.2256,-0.0329,0.0011,-0.4157,-0.0093,0.0994,0.1833,0.0914,0.1408,0.2621,0.1554,-0.5,-0.866,0,0,0,0,0,0,0,0,0
1095,0.27704718753453417,0.34173468214737324,0.3265450755601873,0.6001394406965769,0.1646754989781497,0.05801561738365815,0,0,0,14,air,1.408,0.942,0,23.48,48.15,60.52,764.4,8.64,47.4,-0.2501,0.052,-0.179,0.1485,-0.0046,-0.3195,0.1749,0.1416,0.1158,0.1897,0.2588,0.2443,-0.5,-0.866,0,0,0,0,0,0,0,0,0
1096,0.24367333407006297,0.5073859064260262,0.3602292860865033,0.5987032537468159,0.16251995404215513,0.07340361474571575,0,0,0,21,air,1.508,0.813,0,21.05,48.28,66.57,849.8,10.84,46.7,-0.0334,0.1657,0.0337,-0.0014,-0.0022,0.0154,0.1925,0.1021,0.1203,0.1702,0.2008,0.2466,-0.7071,0.7071,0,0,0,0,0,0,0,0,0
1097,0.25892363797104645,0.31765145419013674,0.35009900990098997,0.6143707477442074,0.16538723551361958,0.07932942739445839,0,0,0,18,humidity_warn,1.538,0.636,1,21.88,18.36,66.89,911.2,12.24,60.8,0.0153,-0.1897,-0.0101,0.0157,0.0029,0.0059,0.1492,0.1084,0.098,0.0842,0.1876,0.1711,-1.0,-0.0,0,0,0,0,0,0,0,0,3
1098,0.1196817327881532,0.3784055638579149,0.21719645648775376,0.5452770992157115,0.05598316234710375,0.05285442572185001,0,0,0,3,air,1.449,0.856,0,19.77,55.27,54.98,895.0,12.1,46.8,-0.1392,0.0608,-0.1329,-0.0691,-0.1094,-0.0265,0.1487,0.085,0.103,0.0671,0.049,0.1398,0.7071,0.7071,0,0,0,0,0,0,0,0,0
1099,0.1099569013150623,0.3580009196459364,0.21923918707660217,0.5854642213190203,0.05047228802960825,0.06527951675953628,0,0,0,16,air,1.417,0.811,0,21.48,46.69,63.12,892.0,9.78,54.0,-0.0097,-0.0204,0.002,0.0402,-0.0055,0.0124,0.0804,0.0743,0.0708,0.0264,0.0608,0.0108,-0.866,-0.5,0,0,0,0,0,0,0,0,0
1100,0.18598740192286445,0.3651281756523739,0.3318811881188115,0.678372460723551,0.15595164258624725,0.09003412121154195,0,0,0,10,evaporative,1.293,2.522,1,30.36,49.39,87.54,1120.2,60.51,73.3,0.076,0.0071,0.1126,0.0929,0.1055,0.0248,0.0686,0.0719,0.0715,0.0486,0.0593,0.0141,0.5,-0.866,0,0,0,0,0,0,0,0,2
1101,0.5345342026743287,0.28264743073916554,0.43651902032308487,0.49866630457347216,0.14515358257668962,0.30326779894291145,0,0,0,2,emergency,2.251,0.438,2,52.59,33.93,91.67,161.6,5.53,269.8,0.3485,-0.0825,0.1046,-0.1797,-0.0108,0.2132,0.1742,0.0394,0.0935,0.0682,0.0565,0.1044,0.5,0.866,0,0,0,0,0,0,0,0,1
1102,0.5329870703945185,0.5122140475916774,0.43731109953100566,0.48756849632531984,0.1349452471250928,0.30020931499517334,0,0,0,21,air,1.434,0.772,0,21.74,58.3,67.08,868.7,7.22,57.6,-0.0015,0.2296,0.0008,-0.0111,-0.0102,-0.0031,0.2184,0.0832,0.1094,0.0773,0.051,0.128,-0.7071,0.7071,0,0,0,0,0,0,0,0,0
1103,0.5876892474306554,0.29535004023450995,0.504346013548723,0.47396388903758513,0.13539262437595959,0.3186557963049691,0,0,1,15,humidity_warn,1.63,0.565,1,24.72,17.54,71.06,842.9,12.32,66.1,0.0547,-0.2169,0.067,-0.0136,0.0004,0.0184,0.2239,0.0913,0.1117,0.0865,0.0422,0.1263,-0.7071,-0.7071,0,0,0,0,0,0,0,0,3
1104,0.5905624930931594,0.15085067249109096,0.4782490880667012,0.45223829736120247,0.13797521123323608,0.33117646496602215,0,0,0,19,humidity_warn,1.582,0.731,1,21.74,21.55,56.86,808.8,11.05,67.1,0.0029,-0.1445,-0.0261,-0.0217,0.0026,0.0125,0.1702,0.1319,0.0657,0.0912,0.0089,0.1006,-0.9659,0.2588,0,0,0,1,0,0,0,0,3
1105,0.5868051718421925,0.12096217956086908,0.48400208441896786,0.46485063002910254,0.13299305548494678,0.31875137392833597,0,0,0,7,evaporative,1.24,2.397,1,30.02,44.19,88.92,1168.5,58.06,60.3,-0.0038,-0.0299,0.0058,0.0126,-0.005,-0.0124,0.0299,0.1548,0.0301,0.0183,0.0047,0.0127,0.9659,-0.2588,0,0,0,1,0,0,0,0,2
1106,0.23295391755995132,0.21350155190251763,0.3146221990620115,0.646750235338816,0.13193561834653436,0.10924522350827229,0,1,1,22,security_alert,1.61,0.994,2,20.57,50.03,51.04,858.2,5.01,50.6,-0.3539,0.0925,-0.1694,0.1819,-0.0011,-0.2095,0.1546,0.1567,0.0762,0.0802,0.0023,0.0937,-0.5,0.866,0,0,0,1,0,0,0,1,4
1107,0.29892805834898883,0.10337395102885394,0.4188848358520061,0.76900891349846,0.24066862563674998,0.10312825561279595,0,0,0,15,evaporative,1.23,2.296,1,27.71,39.14,92.09,1336.9,60.69,51.2,0.066,-0.1101,0.1043,0.1223,0.1087,-0.0061,0.1781,0.0784,0.077,0.1408,0.0475,0.1188,-0.7071,-0.7071,0,0,0,1,0,0,0,0,2
1108,0.26279146867057124,0.2889125186803081,0.36848358520062496,0.7391101124534382,0.23440534412461492,0.09844495206782186,0,1,1,0,security_alert,1.671,0.723,2,21.45,49.82,58.97,728.4,9.24,61.2,-0.0361,0.1855,-0.0504,-0.0299,-0.0063,-0.0047,0.1789,0.076,0.0724,0.1493,0.0566,0.1214,0.0,1.0,0,0,0,0,0,0,0,1,4
1109,0.2706376395181789,0.6338947005402922,0.42818134445023426,0.7348276640941512,0.5814277434901527,0.09251913941907922,1,0,0,20,emergency,1.84,5.321,2,22.45,81.57,71.18,792.4,181.7,60.9,0.0078,0.345,0.0597,-0.0043,0.347,-0.0059,0.1452,0.2156,0.0641,0.1239,0.1849,0.0976,-0.866,0.5,0,0,0,0,0,0,0,0,1
1110,0.15239252956127736,0.6885561558799862,0.2806461698801457,0.6286803922618248,0.4781649398582628,0.08936507784797423,0,1,1,1,security_alert,1.631,0.846,2,19.32,53.7,53.53,762.0,7.28,57.0,-0.1182,0.0547,-0.1475,-0.1061,-0.1033,-0.0032,0.0561,0.2608,0.0643,0.062,0.1881,0.008,0.2588,0.9659,0,0,0,0,0,0,0,1,4
1111,0.2782627914686704,0.6536096103000346,0.5112245961438249,0.7240693182159424,0.5916970849305041,0.13744062240148333,0,0,1,3,evaporative,1.202,2.111,1,31.96,43.95,106.35,1223.5,60.84,100.9,0.1259,-0.0349,0.2306,0.0954,0.1135,0.0481,0.0576,0.2624,0.0848,0.0532,0.1771,0.0193,0.7071,0.7071,0,0,0,0,0,0,0,0,2
1112,0.2240026522267653,0.6714852281871482,0.34609692548202164,0.5893288698383768,0.482882736321949,0.1251111089871639,0,0,0,12,air,1.54,0.834,0,22.8,42.25,52.48,820.9,7.18,38.3,-0.0543,0.0179,-0.1651,-0.1347,-0.1088,-0.0123,0.052,0.168,0.0873,0.0694,0.144,0.0214,0.0,-1.0,0,0,0,0,0,0,0,0,0
1113,0.5729914907724609,0.6492987699735602,0.4636998436685773,0.4334111920743371,0.4708238858781304,0.4892618540147381,0,0,0,5,emergency,2.265,0.349,2,53.03,45.96,87.18,131.3,3.31,442.2,0.349,-0.0222,0.1176,-0.1559,-0.0121,0.3642,0.1608,0.0211,0.0925,0.1223,0.0601,0.1704,0.9659,0.2588,0,1,0,0,0,0,0,0,1
1114,0.6815117692562715,0.48951028853891265,0.5343199583116205,0.5261888690288897,0.20235686469888461,0.5062746709740316,0,0,0,0,evaporative,1.336,1.825,1,32.27,53.77,88.12,1147.7,49.68,78.7,0.1085,-0.1598,0.0706,0.0928,-0.2685,0.017,0.2316,0.0803,0.1095,0.1091,0.1446,0.2092,0.0,1.0,0,1,0,0,0,0,0,0,2
1115,0.7214056801856559,0.5338257270950686,0.5207712350182385,0.5333436912876982,0.20412603837276697,0.4826669980024276,0,1,0,4,security_alert,1.535,0.942,2,22.93,61.41,50.28,789.4,8.15,32.3,0.0399,0.0443,-0.0135,0.0072,0.0018,-0.0236,0.2305,0.0822,0.0769,0.1068,0.1772,0.1982,0.866,0.5,1,1,0,0,0,0,0,1,4
1116,0.7542269864073379,0.5140533394643063,0.4810838978634704,0.5143599110608591,0.19326697237445475,0.44395806053886666,0,0,0,21,evaporative,1.308,2.186,1,34.93,40.51,96.83,1150.8,55.5,60.4,0.0328,-0.0198,-0.0397,-0.019,-0.0109,-0.0387,0.2161,0.0829,0.0745,0.056,0.1518,0.1606,-0.7071,0.7071,1,1,0,0,0,0,0,0,2
1117,1.0,0.40156914587883663,0.7420948410630535,0.31875124850342806,0.1911114274384602,0.8224454490714634,0,1,0,5,emergency,2.588,0.268,2,45.43,22.68,115.09,71.8,6.12,434.3,0.2458,-0.1125,0.261,-0.1956,-0.0022,0.3785,0.1575,0.0893,0.112,0.0912,0.1223,0.1546,0.9659,0.2588,1,1,1,0,0,0,0,1,1
1118,0.6488009724831472,0.4228359581561101,0.6491297550807713,0.502426503132846,0.20483777490823682,0.4333489443451499,0,0,0,23,air,1.468,0.765,0,20.86,49.66,64.88,834.7,10.06,35.1,-0.3512,0.0213,-0.093,0.1837,0.0137,-0.3891,0.1393,0.0576,0.1076,0.0904,0.0065,0.1618,-0.2588,0.9659,0,1,0,0,0,0,0,0,0
1119,0.5244778428555641,0.38869410277043337,0.4855028660760812,0.40539249030900215,0.12347612123923499,0.39301518728435303,0,1,1,4,security_alert,1.594,0.957,2,21.02,47.83,48.87,776.1,9.67,36.5,-0.1243,-0.0341,-0.1636,-0.097,-0.0814,-0.0403,0.1749,0.067,0.1153,0.0907,0.034,0.1748,0.866,0.5,0,0,0,0,0,0,0,1,4
1120,0.567023980550337,0.2794286699620647,0.6943199583116204,0.5252227068990506,0.2123618468546329,0.42398233725520185,0,0,0,14,evaporative,1.202,2.737,1,26.78,42.4,100.37,1248.3,51.86,64.7,0.0425,-0.1093,0.2088,0.1198,0.0889,0.031,0.1898,0.0839,0.1206,0.089,0.0355,0.1794,-0.5,-0.866,0,1,0,0,0,0,0,0,2
1121,0.4184992816885844,0.5584837337625015,0.582344971339239,0.4169603233770761,0.4916472633730211,0.41719632599615786,1,0,0,1,emergency,1.699,5.286,2,21.49,89.06,69.97,736.2,192.84,53.3,-0.1485,0.2791,-0.112,-0.1083,0.2793,-0.0068,0.222,0.0997,0.1003,0.0828,0.1425,0.182,0.2588,0.9659,0,1,0,0,0,0,0,0,1
1122,0.16244888938004198,0.7005115530520751,0.3415112037519539,0.5774999118703462,0.49770719158930776,0.02676173454270886,0,0,0,5,air,1.458,0.878,0,22.26,47.39,57.32,686.6,9.1,25.8,-0.2561,0.142,-0.2408,0.1605,0.0061,-0.3904,0.188,0.1629,0.1408,0.0732,0.1757,0.1751,0.9659,0.2588,0,0,0,0,0,0,0,0,0
1123,0.27450547021770366,0.7232727899758595,0.5354038561750911,0.6491786969084118,0.5735986415999839,0.07426381335601714,0,0,0,13,evaporative,1.239,2.09,1,31.0,53.62,111.39,1109.2,47.38,84.8,0.1121,0.0228,0.1939,0.0717,0.0759,0.0475,0.1698,0.1936,0.1297,0.1045,0.1986,0.1987,-0.2588,-0.9659,0,0,0,0,0,0,0,0,2
1124,0.2654436954359598,0.7466662834808602,0.5503282959874933,0.6647156284558248,0.5704873361735011,0.09748917583415376,0,1,1,3,security_alert,1.504,0.915,2,20.2,51.9,52.45,835.6,8.14,60.8,-0.0091,0.0234,0.0149,0.0155,-0.0031,0.0232,0.1574,0.1945,0.1276,0.1008,0.1487,0.1958,0.7071,0.7071,0,0,0,0,0,0,0,1,4
1125,0.2028953475522155,0.770519599954018,0.4201354872329337,0.5560876700739116,0.4811542333072364,0.08162329035526203,0,0,0,8,air,1.467,0.96,0,21.12,46.55,69.14,832.3,7.93,48.1,-0.0625,0.0239,-0.1302,-0.1086,-0.0893,-0.0159,0.0975,0.0832,0.1013,0.0986,0.0452,0.1575,0.866,-0.5,0,0,0,0,0,0,0,0,0
1126,0.1917338932478727,0.5586561673755606,0.4318082334549245,0.583531897059342,0.11084788156704051,0.09376164852284782,0,0,0,22,air,1.531,0.671,0,20.48,52.2,72.77,841.3,10.74,66.0,-0.0112,-0.2119,0.0117,0.0274,-0.3703,0.0121,0.0486,0.0832,0.0869,0.0477,0.1924,0.0284,-0.5,0.866,0,0,0,0,0,0,0,0,0
1127,0.1678638523593765,0.5334233819979308,0.47103699843668556,0.5984682413368551,0.11473192951774766,0.12119242642912445,0,0,0,7,air,1.559,0.976,0,20.1,43.0,66.73,743.8,11.01,54.5,-0.0239,-0.0252,0.0392,0.0149,0.0039,0.0274,0.047,0.1116,0.0591,0.0455,0.2379,0.018,0.9659,-0.2588,0,0,0,0,0,0,0,0,0
1128,0.0773566139904962,0.4795091389814923,0.2613027618551327,0.5200002088999202,0.03619688666104057,0.09089431982184334,0,0,0,22,air,1.498,0.631,0,22.81,44.24,61.08,808.7,8.76,53.1,-0.0905,-0.0539,-0.2097,-0.0785,-0.0785,-0.0303,0.0683,0.132,0.1057,0.0538,0.2443,0.0147,-0.5,0.866,0,0,0,0,0,0,0,0,0
1129,0.10785722179246315,0.29092424416599605,0.29152683689421566,0.4949061060140981,0.053563258126506086,0.09232798417234558,0,0,1,17,humidity_warn,1.578,0.632,1,22.96,19.09,59.7,739.5,16.68,62.3,0.0305,-0.1886,0.0302,-0.0251,0.0174,0.0014,0.0546,0.172,0.0927,0.0431,0.1832,0.0149,-0.9659,-0.2588,0,0,0,0,0,0,0,0,3
1130,0.14299922643385998,0.42570985170709297,0.26451276706618,0.4832860479660329,0.39533914245915136,0.09051200932837608,1,0,0,12,emergency,1.762,6.138,2,24.3,70.0,62.66,787.8,176.0,46.2,0.0351,0.1348,-0.027,-0.0116,0.3418,-0.0018,0.0458,0.1063,0.0997,0.0522,0.1457,0.0132,0.0,-1.0,0,0,0,0,0,0,0,0,1
1131,0.1358161122775996,0.4228359581561101,0.23312141740489833,0.5083279258718635,0.40044331018494983,0.08305695470576432,0,0,0,1,air,1.525,0.718,0,19.83,51.7,65.24,937.2,13.25,58.2,-0.0072,-0.0029,-0.0314,0.025,0.0051,-0.0075,0.0348,0.0902,0.0955,0.0455,0.1829,0.0148,0.2588,0.9659,0,0,0,0,0,0,0,0,0
1132,0.37131174715438164,0.29540751810552934,0.36514851485148503,0.3722557405045194,0.3967422802005064,0.4509352270446444,0,0,0,19,emergency,2.379,0.226,2,41.41,20.83,98.4,222.7,9.19,439.4,0.2355,-0.1274,0.132,-0.1361,-0.0037,0.3679,0.1171,0.085,0.0503,0.0595,0.1932,0.1618,-0.9659,0.2588,0,1,0,0,0,0,0,0,1
1133,0.3658967841750469,0.5445740889757444,0.39028660760812905,0.3301101816515367,0.8672204654756943,0.4601106788878587,1,0,0,12,emergency,1.614,5.643,2,22.32,87.59,67.11,647.3,240.12,62.7,-0.0054,0.2492,0.0251,-0.0421,0.4705,0.0092,0.132,0.1059,0.0667,0.0809,0.2897,0.201,0.0,-1.0,0,1,0,0,0,0,0,0,1
1134,0.3613658967841751,0.7324692493390048,0.43801980198019796,0.3612884947063455,0.8606318186902016,0.42455580299540274,0,0,0,6,air,1.565,0.634,0,22.55,51.78,71.15,858.9,13.44,25.1,-0.0045,0.1879,0.0477,0.0312,-0.0066,-0.0356,0.1243,0.1644,0.0864,0.0794,0.2555,0.1968,1.0,0.0,0,1,0,0,0,0,0,0,0
1135,0.322687589788927,0.6364812047361768,0.41600833767587253,0.3393017781300064,0.5301827129363199,0.4413774647079626,0,0,0,8,air,1.448,0.886,0,20.8,53.3,57.38,703.6,13.5,63.8,-0.0387,-0.096,-0.022,-0.022,-0.3304,0.0168,0.1,0.1725,0.0805,0.0725,0.237,0.1621,0.866,-0.5,0,1,0,0,0,0,0,0,0
1136,0.41894131948281577,0.5954994826991609,0.552912975508077,0.4246112829458022,0.6333235045907006,0.48467412809313093,0,0,0,8,evaporative,1.226,2.516,1,28.54,44.57,98.08,1263.9,63.97,103.5,0.0963,-0.041,0.1369,0.0853,0.1031,0.0433,0.0343,0.1636,0.0727,0.0371,0.2062,0.0224,0.866,-0.5,0,1,0,0,0,0,0,0,2
1137,0.20333738534644707,0.7673008391769169,0.3636894215737363,0.5663498786422029,0.6286870494453539,0.09930515067812326,0,1,1,23,security_alert,1.534,0.848,2,21.9,50.72,53.01,765.5,6.91,36.2,-0.2156,0.1718,-0.1892,0.1417,-0.0046,-0.3854,0.0809,0.0931,0.073,0.0978,0.1517,0.1596,-0.2588,0.9659,0,0,0,0,0,0,0,1,4
1138,0.3380484031384683,0.5065812162317509,0.43706096925481996,0.7239909807459556,0.22173643379325073,0.12128800405249127,0,0,0,4,evaporative,1.306,2.606,1,34.51,42.23,84.71,1251.0,40.0,85.7,0.1347,-0.2607,0.0734,0.1576,-0.407,0.022,0.0791,0.1052,0.0692,0.1612,0.2317,0.1876,0.866,0.5,0,0,0,0,0,0,0,0,2
1139,0.32766051497403037,0.34466605356937596,0.4448983845752996,0.718846820216812,0.2201909487448018,0.13638926854444836,0,0,0,6,humidity_warn,1.647,0.765,1,21.61,23.61,73.03,839.2,12.68,40.9,-0.0104,-0.1619,0.0078,-0.0051,-0.0015,0.0151,0.0771,0.1572,0.0692,0.1725,0.2103,0.1895,1.0,0.0,0,0,0,0,0,0,0,0,3
1140,0.4229196596308984,0.32207725025865064,0.5732152162584678,0.8753128602707604,0.28770424296651786,0.17309107591730624,0,0,0,8,evaporative,1.266,2.881,1,29.42,49.37,88.16,1302.8,46.7,102.2,0.0953,-0.0226,0.1283,0.1565,0.0675,0.0367,0.0893,0.1845,0.0872,0.1718,0.2142,0.1598,0.866,-0.5,0,0,0,0,0,0,0,0,2
